transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
3623,42,2308,1/26/2027,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39427
3624,0,1074,1/27/2027,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
3625,3,2549,1/28/2027,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
3626,30,887,1/29/2027,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
3627,51,268,1/30/2027,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
3628,0,1719,1/31/2027,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37668
3629,42,514,2/1/2027,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,41848
3630,26,2684,2/2/2027,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
3631,10,773,2/3/2027,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,38693
3632,27,2916,2/4/2027,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698
3633,4,3291,2/5/2027,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
3634,6,784,2/6/2027,1,Approved,Solex,Standard,high,medium,748.17,448.9,36361
3635,4,1859,2/7/2027,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,38647
3636,37,3186,2/8/2027,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336
3637,22,1495,2/9/2027,1,Approved,Solex,Standard,medium,medium,575.27,431.45,39880
3638,27,1660,2/10/2027,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3639,81,1037,2/11/2027,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
3640,38,2019,2/12/2027,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
3641,17,2184,2/13/2027,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
3642,80,1615,2/14/2027,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,41533
3643,65,2069,2/15/2027,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,34996
3644,20,506,2/16/2027,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
3645,61,2679,2/17/2027,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
3646,40,1530,2/18/2027,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427
3647,15,1190,2/19/2027,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160
3648,22,1780,2/20/2027,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
3649,0,964,2/21/2027,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
3650,0,1165,2/22/2027,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
3651,91,2601,2/23/2027,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
3652,56,1645,2/24/2027,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,33259
3653,53,766,2/25/2027,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707
3654,33,1988,2/26/2027,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36498
3655,21,3355,2/27/2027,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
3656,97,1905,2/28/2027,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
3657,17,2771,3/1/2027,1,Approved,Solex,Standard,high,medium,1024.66,614.8,38647
3658,72,759,3/2/2027,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
3659,74,2561,3/3/2027,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
3660,85,75,3/4/2027,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
3661,9,701,3/5/2027,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,41701
3662,68,1927,3/6/2027,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,37499
3663,16,2142,3/7/2027,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
3664,13,1593,3/8/2027,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
3665,50,585,3/9/2027,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009
3666,31,3327,3/10/2027,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031
3667,69,3193,3/11/2027,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
3668,15,794,3/12/2027,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160
3669,67,1324,3/13/2027,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3670,9,809,3/14/2027,0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549
3671,91,3007,3/15/2027,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
3672,48,2404,3/16/2027,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,41848
3673,10,3255,3/17/2027,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
3674,36,2083,3/18/2027,1,Approved,Solex,Standard,low,medium,945.04,507.58,35052
3675,53,2523,3/19/2027,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42295
3676,89,1783,3/20/2027,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,37626
3677,14,2443,3/21/2027,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
3678,0,124,3/22/2027,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499
3679,7,2681,3/23/2027,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,42560
3680,81,3449,3/24/2027,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41064
3681,64,2857,3/25/2027,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,33879
3682,50,116,3/26/2027,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,42295
3683,44,2947,3/27/2027,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
3684,29,3232,3/28/2027,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,37337
3685,4,3054,3/29/2027,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
3686,57,2648,3/30/2027,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
3687,3,3378,3/31/2027,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
3688,15,8,4/1/2027,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345
3689,21,542,4/2/2027,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
3690,51,2799,4/3/2027,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,35707
3691,75,1138,4/4/2027,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455
3692,40,787,4/5/2027,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,36498
3693,81,1181,4/6/2027,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
3694,79,2511,4/7/2027,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,35667
3695,97,1816,4/8/2027,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
3696,52,2619,4/9/2027,0,Approved,Solex,Road,medium,large,1777.8,820.78,33552
3697,35,2998,4/10/2027,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
3698,18,937,4/11/2027,1,Approved,Solex,Standard,medium,medium,575.27,431.45,41345
3699,73,2169,4/12/2027,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499
3700,95,125,4/13/2027,0,Cancelled,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
3701,46,3173,4/14/2027,0,Approved,Solex,Standard,low,medium,1289.85,74.51,35470
3702,21,1400,4/15/2027,1,Approved,Solex,Standard,medium,large,1071.23,380.74,34165
3703,40,1561,4/16/2027,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,39427
3704,15,1056,4/17/2027,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693
3705,21,1330,4/18/2027,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
3706,75,2736,4/19/2027,1,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,41533
3707,91,994,4/20/2027,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
3708,60,1587,4/21/2027,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,42145
3709,94,400,4/22/2027,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
3710,51,2069,4/23/2027,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
3711,35,3256,4/24/2027,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
3712,11,606,4/25/2027,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,35378
3713,89,378,4/26/2027,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079
3714,42,2536,4/27/2027,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,38991
3715,87,1992,4/28/2027,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,37626
3716,17,477,4/29/2027,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38693
3717,76,723,4/30/2027,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,33429
3718,86,3301,5/1/2027,1,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,38206
3719,23,2037,5/2/2027,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244
3720,93,1899,5/3/2027,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
3721,90,2266,5/4/2027,1,Approved,Solex,Standard,low,medium,945.04,507.58,35052
3722,76,1504,5/5/2027,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,37873
3723,67,2865,5/6/2027,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
3724,62,892,5/7/2027,1,Approved,Solex,Standard,medium,medium,478.16,298.72,33879
3725,69,1731,5/8/2027,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,42226
3726,0,3038,5/9/2027,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
3727,0,1148,5/10/2027,0,Approved,Solex,Standard,medium,large,202.62,151.96,42458
3728,16,223,5/11/2027,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,35160
3729,14,2094,5/12/2027,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
3730,20,214,5/13/2027,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
3731,54,33,5/14/2027,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,37823
3732,25,1671,5/15/2027,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,34115
3733,60,2666,5/16/2027,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779
3734,0,645,5/17/2027,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
3735,27,1117,5/18/2027,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3736,36,1227,5/19/2027,0,Approved,Solex,Standard,low,medium,945.04,507.58,36498
3737,0,3126,5/20/2027,1,Cancelled,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
3738,90,912,5/21/2027,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,36367
3739,28,2111,5/22/2027,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696
3740,92,1073,5/23/2027,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,34556
3741,17,3018,5/24/2027,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,41434
3742,17,2378,5/25/2027,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
3743,28,2040,5/26/2027,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,37698
3744,28,3200,5/27/2027,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
3745,81,1234,5/28/2027,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
3746,25,3173,5/29/2027,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33455
3747,96,372,5/30/2027,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002
3748,14,37,5/31/2027,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
3749,96,26,6/1/2027,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,38002
3750,62,831,6/2/2027,1,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
3751,22,1560,6/3/2027,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
3752,62,350,6/4/2027,0,Approved,Solex,Standard,medium,medium,478.16,298.72,42145
3753,36,219,6/5/2027,0,Approved,Solex,Standard,low,medium,945.04,507.58,35052
3754,33,3437,6/6/2027,1,Approved,OHM Cycles,Road,medium,small,1810,1610.9,39526
3755,18,1550,6/7/2027,0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880
3756,19,1687,6/8/2027,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,34244
3757,4,1312,6/9/2027,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
3758,1,2570,6/10/2027,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,38573
3759,8,3071,6/11/2027,1,Approved,Solex,Road,medium,small,1703.52,1516.13,33549
3760,51,3308,6/12/2027,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
3761,71,2991,6/13/2027,0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996
3762,21,61,6/14/2027,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
3763,69,1252,6/15/2027,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,36361
3764,0,1343,6/16/2027,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696
3765,38,1,6/17/2027,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,39526
3766,56,2407,6/18/2027,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,39031
3767,5,3296,6/19/2027,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
3768,52,3151,6/20/2027,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35707
3769,15,3035,6/21/2027,1,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
3770,20,2691,6/22/2027,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
3771,60,375,6/23/2027,0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40487
3772,16,2756,6/24/2027,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34586
3773,77,1976,6/25/2027,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
3774,0,629,6/26/2027,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3775,30,3325,6/27/2027,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556
3776,83,2085,6/28/2027,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
3777,11,18,6/29/2027,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
3778,59,1200,6/30/2027,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
3779,68,2580,7/1/2027,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
3780,10,364,7/2/2027,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
3781,30,3060,7/3/2027,1,Approved,Solex,Standard,high,medium,748.17,448.9,36361
3782,0,1503,7/4/2027,1,Approved,Solex,Standard,medium,medium,814.86,556.0469512,38199.77655
3783,27,1061,7/5/2027,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3784,17,3200,7/6/2027,1,Approved,Solex,Standard,high,medium,1024.66,614.8,35378
3785,0,988,7/7/2027,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
3786,41,2060,7/8/2027,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
3787,53,2346,7/9/2027,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,36668
3788,36,44,7/10/2027,1,Approved,Solex,Standard,low,medium,945.04,507.58,40618
3789,66,1753,7/11/2027,1,Approved,Solex,Standard,medium,medium,1163.89,589.27,38693
3790,45,2831,7/12/2027,0,Approved,Solex,Standard,medium,medium,441.49,84.99,37220
3791,45,1079,7/13/2027,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
3792,1,1428,7/14/2027,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859
3793,34,187,7/15/2027,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
3794,46,2799,7/16/2027,1,Approved,Solex,Standard,low,medium,1289.85,74.51,37668
3795,96,575,7/17/2027,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,34556
3796,20,3319,7/18/2027,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,33455
3797,67,3131,7/19/2027,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499
3798,90,3005,7/20/2027,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,39880
3799,72,1686,7/21/2027,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37499
3800,53,1826,7/22/2027,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
3801,67,1906,7/23/2027,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3802,89,2481,7/24/2027,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42458
3803,52,1808,7/25/2027,1,Approved,Solex,Road,medium,large,1777.8,820.78,41047
3804,79,1043,7/26/2027,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,33429
3805,14,1389,7/27/2027,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
3806,83,2225,7/28/2027,0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533
3807,91,2870,7/29/2027,0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
3808,33,2178,7/30/2027,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888
3809,2,756,7/31/2027,1,Approved,Solex,Standard,medium,medium,71.49,53.62,40784
3810,73,743,8/1/2027,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,33429
3811,59,2818,8/2/2027,1,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
3812,47,2937,8/3/2027,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991
3813,84,2963,8/4/2027,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,37626
3814,82,3246,8/5/2027,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,38482
3815,89,1115,8/6/2027,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38750
3816,14,1565,8/7/2027,1,Approved,Solex,Standard,high,large,1842.92,1105.75,40553
3817,67,154,8/8/2027,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
3818,54,3212,8/9/2027,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42226
3819,60,735,8/10/2027,1,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,41064
3820,27,2116,8/11/2027,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,33455
3821,6,2181,8/12/2027,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258
3822,53,2622,8/13/2027,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
3823,53,1965,8/14/2027,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,40779
3824,30,1185,8/15/2027,1,Approved,Solex,Standard,high,medium,748.17,448.9,34527
3825,89,353,8/16/2027,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42560
3826,54,728,8/17/2027,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42172
3827,43,1862,8/18/2027,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,41533
3828,68,3379,8/19/2027,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,42710
3829,52,750,8/20/2027,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,35470
3830,96,772,8/21/2027,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
3831,97,924,8/22/2027,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
3832,100,2726,8/23/2027,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
3833,22,247,8/24/2027,0,Approved,Solex,Standard,medium,medium,575.27,431.45,34115
3834,23,658,8/25/2027,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,36334
3835,55,1566,8/26/2027,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3836,14,577,8/27/2027,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838
3837,0,2059,8/28/2027,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
3838,51,2158,8/29/2027,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009
3839,0,3271,8/30/2027,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,36334
3840,88,182,8/31/2027,0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36367
3841,20,769,9/1/2027,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,41701
3842,68,2791,9/2/2027,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410
3843,27,2179,9/3/2027,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3844,55,1820,9/4/2027,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
3845,29,50,9/5/2027,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,39031
3846,98,3293,9/6/2027,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
3847,90,3174,9/7/2027,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482
3848,44,1287,9/8/2027,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,39427
3849,0,2204,9/9/2027,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
3850,12,2524,9/10/2027,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,34586
3851,0,2224,9/11/2027,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,40553
3852,2,1614,9/12/2027,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
3853,7,143,9/13/2027,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,33549
3854,13,1330,9/14/2027,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
3855,21,1401,9/15/2027,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
3856,23,1535,9/16/2027,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42696
3857,1,984,9/17/2027,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
3858,1,403,9/18/2027,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
3859,38,3166,9/19/2027,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
3860,33,840,9/20/2027,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,40336
3861,2,2415,9/21/2027,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
3862,32,2618,9/22/2027,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337
3863,49,1323,9/23/2027,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34143
3864,41,1111,9/24/2027,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,41345
3865,62,1261,9/25/2027,0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
3866,50,1417,9/26/2027,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,33888
3867,13,1396,9/27/2027,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560
3868,76,2070,9/28/2027,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,38482
3869,3,1379,9/29/2027,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
3870,85,1368,9/30/2027,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218
3871,41,2548,10/1/2027,0,Cancelled,Solex,Road,medium,medium,416.98,312.74,35560
3872,27,1811,10/2/2027,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3873,58,764,10/3/2027,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,36146
3874,27,2572,10/4/2027,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3875,58,1232,10/5/2027,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295
3876,26,1082,10/6/2027,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115
3877,11,1009,10/7/2027,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34244
3878,0,696,10/8/2027,0,Approved,Trek Bicycles,Standard,medium,small,1102.68,556.0469512,38199.77655
3879,79,2155,10/9/2027,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873
3880,20,193,10/10/2027,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,42560
3881,12,2923,10/11/2027,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216
3882,71,319,10/12/2027,0,Approved,Solex,Standard,high,large,1842.92,1105.75,38859
3883,28,741,10/13/2027,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455
3884,19,562,10/14/2027,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
3885,4,1331,10/15/2027,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146
3886,66,1006,10/16/2027,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487
3887,34,3455,10/17/2027,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
3888,92,1468,10/18/2027,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626
3889,61,2846,10/19/2027,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172
3890,33,3154,10/20/2027,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,36361
3891,23,2247,10/21/2027,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36833
3892,77,2043,10/22/2027,0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553
3893,38,2627,10/23/2027,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40336
3894,45,1366,10/24/2027,1,Approved,Solex,Standard,medium,medium,441.49,84.99,34071
3895,54,343,10/25/2027,0,Cancelled,WeareA2B,Standard,medium,medium,1292.84,13.44,39915
3896,46,2682,10/26/2027,0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,40336
3897,43,1703,10/27/2027,0,Approved,Solex,Standard,medium,medium,1151.96,649.49,41848
3898,21,140,10/28/2027,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
3899,38,1733,10/29/2027,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167
3900,44,435,10/30/2027,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,40672
3901,72,1642,10/31/2027,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,37873
3902,1,3499,11/1/2027,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245
3903,59,3177,11/2/2027,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170
3904,27,1462,11/3/2027,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
3905,0,3323,11/4/2027,1,Approved,Solex,Road,medium,medium,416.98,312.74,35560
3906,88,3400,11/5/2027,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,41434
